accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.091358223172339548e+00,1.110856542057048202e+00,-8.709020054276006562e+00
1.090736519184672737e+00,1.100149284376778835e+00,-8.716239833795869529e+00
1.091998685157731686e+00,1.096896532516137279e+00,-8.678683948228727019e+00
1.100978288888022183e+00,1.096465184465196474e+00,-8.689569374435421878e+00
1.097116580996459589e+00,1.098664219660723917e+00,-8.669503175806795525e+00
1.103556649712585713e+00,1.100234513884594589e+00,-8.688381407925941602e+00
1.112071639356978059e+00,1.087369867822016056e+00,-8.694834169373503840e+00
1.105498385762001767e+00,1.118048330256692147e+00,-8.704972805512261047e+00
1.097119001603236610e+00,1.105891028970177326e+00,-8.691099358152252208e+00
1.092197457618286682e+00,1.114072629710592510e+00,-8.683273198945567373e+00
1.114018497112949646e+00,1.102776464713575155e+00,-8.707539693227046129e+00
1.108268534905146208e+00,1.116120325336831920e+00,-8.699561621429280578e+00
1.106152395307008041e+00,1.108374797256822308e+00,-8.691820919498024267e+00
1.106960512509177263e+00,1.087853749741163112e+00,-8.693815446880353903e+00
1.095951895713214164e+00,1.104919390315380001e+00,-8.698840300000579617e+00
1.096563684873011146e+00,1.104514956843382301e+00,-8.695576252073690782e+00
1.102465328998530225e+00,1.099548928769124245e+00,-8.701104236536933101e+00
1.103888281928652404e+00,1.099040360019672091e+00,-8.699877900400631248e+00
1.099423928343003842e+00,1.095769856981696266e+00,-8.714852466607922565e+00
1.097693554550955852e+00,1.106722483330954576e+00,-8.698558884462419982e+00
1.096589137403801706e+00,1.094725709637339728e+00,-8.690016071733795755e+00
1.101382393596645581e+00,1.110170000293949633e+00,-8.697625064831015607e+00
1.107024797314264397e+00,1.090091043108818880e+00,-8.691861405995416234e+00
1.104162376793030864e+00,1.097224490713883283e+00,-8.694608841128010468e+00
1.097384405002794994e+00,1.099106134854501926e+00,-8.687551093934965607e+00
1.121445967073625427e+00,1.094257120483911105e+00,-8.696406978818229661e+00
1.089035042110441553e+00,1.094419170614644443e+00,-8.691712240069662698e+00
1.090579168611912841e+00,1.105120646541716933e+00,-8.690988654317219897e+00
1.109717304386494741e+00,1.112084690593195146e+00,-8.674164486276453090e+00
1.092695791649902493e+00,1.107051630112662721e+00,-8.697527629384573800e+00
1.091794501849752574e+00,1.096302996088458048e+00,-8.709548510877558769e+00
1.100353654281026161e+00,1.094927689981679109e+00,-8.704724887777262055e+00
1.108613933916326122e+00,1.102679222939129122e+00,-8.686161785994308104e+00
1.096495275152599147e+00,1.102134315455517433e+00,-8.697394673250478547e+00
1.094580647997989820e+00,1.105358111402900523e+00,-8.693300583083209077e+00
1.096270815886752237e+00,1.097653228399627423e+00,-8.693941029904701523e+00
1.101813250464027893e+00,1.088172304540427904e+00,-8.712401977668577047e+00
1.093867310661508663e+00,1.096908400639903247e+00,-8.704793456235469407e+00
1.093679085354221758e+00,1.093979035472571804e+00,-8.688097412076325909e+00
1.095365003168810691e+00,1.094704913531371560e+00,-8.699429836389345638e+00
1.095547581540794901e+00,1.097891689763720535e+00,-8.703314835236509950e+00
1.095803416417426623e+00,1.091474500180942275e+00,-8.695078138896906950e+00
1.105282544010780743e+00,1.093479581098936393e+00,-8.693777855054262815e+00
1.113171319387754155e+00,1.105189098199312880e+00,-8.697270720262446630e+00
1.090404482672588493e+00,1.093691963140428269e+00,-8.707204849306590333e+00
1.103949321976523956e+00,1.092600280737230811e+00,-8.697422111834002934e+00
1.105108273512505734e+00,1.104633844895756667e+00,-8.698761032299858087e+00
1.106799695806431894e+00,1.086932602342922660e+00,-8.681990940286176794e+00
1.097921179621410115e+00,1.098083648900914255e+00,-8.685809867907424930e+00
1.097062552577936057e+00,1.079768882737752511e+00,-8.689783477510969689e+00
1.098221306075693127e+00,1.087494257598685232e+00,-8.698505065795135494e+00
1.097778967027227770e+00,1.096894732222591040e+00,-8.690858412923814669e+00
1.085889646077686566e+00,1.092491354154875749e+00,-8.688227342998851910e+00
1.104457925106239413e+00,1.093778946059329460e+00,-8.681887872669918238e+00
1.099001386050005191e+00,1.096671871811100596e+00,-8.700952903172389341e+00
1.103434283751143496e+00,1.103303090724538915e+00,-8.693904166093997077e+00
1.094470195314471983e+00,1.110450739478116677e+00,-8.680568010439447590e+00
1.110355191416511733e+00,1.098437780126823249e+00,-8.705890128595189736e+00
1.085860919669600744e+00,1.094481324928844979e+00,-8.699320205677365081e+00
1.097772870550247415e+00,1.093757526599640872e+00,-8.691650251331203947e+00
1.077507851025910846e+00,1.085776321799864164e+00,-8.689742625521599706e+00
1.098594944287517139e+00,1.107304431932448985e+00,-8.679638369595849667e+00
1.087941198049972913e+00,1.108020282361831033e+00,-8.692276728010369879e+00
1.097446727056726301e+00,1.089420952189498637e+00,-8.704790308682150979e+00
1.098770227245953635e+00,1.086204561924954515e+00,-8.689433202841344794e+00
1.094789467309188469e+00,1.109325092762591281e+00,-8.687939342540492049e+00
1.099572248530863883e+00,1.087548071426468477e+00,-8.697506672493354074e+00
1.091277270906987784e+00,1.097388648988496529e+00,-8.683801058546846363e+00
1.095663557351908013e+00,1.103066131199556654e+00,-8.688897674414848282e+00
1.093278211324753002e+00,1.102612801498191963e+00,-8.701038689208239418e+00
1.112539947165416265e+00,1.093721485079029110e+00,-8.691035616911987560e+00
1.102518787420126989e+00,1.107963487932160929e+00,-8.694163797911047098e+00
1.092160317931829550e+00,1.083371270380608431e+00,-8.691831790222753540e+00
1.091960527002879822e+00,1.098799277660892137e+00,-8.692309782953877573e+00
1.100986791393632869e+00,1.108302983026760558e+00,-8.697058211318609011e+00
1.107730408456505833e+00,1.103950182353709675e+00,-8.699291939058038992e+00
1.104778510966192506e+00,1.112056994749544003e+00,-8.693990568347237158e+00
1.109413046768682687e+00,1.107862431250880686e+00,-8.688749227637226014e+00
1.081933555923827228e+00,1.094904365569608018e+00,-8.702304821447194527e+00
1.109346541672819653e+00,1.103310650740055632e+00,-8.698828923344498421e+00
1.112416604871923953e+00,1.081631507181980867e+00,-8.691420202186296962e+00
1.101940552223221736e+00,1.093957621656507229e+00,-8.693235358277695113e+00
1.104950543605183189e+00,1.097269318697660756e+00,-8.687360014529744490e+00
1.095237350968877310e+00,1.087456331436120305e+00,-8.683434830722678299e+00
1.106827999255775019e+00,1.102763384972619054e+00,-8.682681347163171637e+00
1.095353660733901169e+00,1.088372545619731513e+00,-8.690439332440012876e+00
1.110804954966770008e+00,1.100883900569386897e+00,-8.690407963989594364e+00
1.101682721529950726e+00,1.101666543707196411e+00,-8.693986934477939243e+00
1.095007201249798667e+00,1.094585312791641840e+00,-8.682739322766609646e+00
1.101111979362386251e+00,1.097002197138415180e+00,-8.688568054407108221e+00
1.113648450616991692e+00,1.097344919908866068e+00,-8.702136155703056986e+00
1.102377244743763196e+00,1.092641402991508137e+00,-8.702152478554758375e+00
1.096447885027949987e+00,1.099276292956306911e+00,-8.694722013780555869e+00
1.099357616056771070e+00,1.103339051173076069e+00,-8.697433233969118049e+00
1.095101997225933710e+00,1.094737119875470954e+00,-8.696409973366510116e+00
1.107109422883662431e+00,1.084303551272933097e+00,-8.688518932674638151e+00
1.105364191953324138e+00,1.093832548049133768e+00,-8.713166906335464645e+00
1.101803982001611004e+00,1.108674199352063461e+00,-8.687274921031328034e+00
1.102709570210912648e+00,1.094751546010004128e+00,-8.708266819259609548e+00
1.107285485788095603e+00,1.109091819851058203e+00,-8.676518713939998406e+00
1.120954422751769597e+00,1.097193400936091301e+00,-8.708378728567899074e+00
1.092001861062829704e+00,1.108542351217861377e+00,-8.696458235002356929e+00
1.093388583372952860e+00,1.099196488710253661e+00,-8.682732689453988684e+00
1.101703022066018001e+00,1.107750946837279260e+00,-8.696068620115566361e+00
1.101741078743712077e+00,1.087682456936223785e+00,-8.678637456744231926e+00
